target_return,return,variance,std_dev,n_held,iterations,osqp_time_ms,wall_time_ms,status,refined
0.0032976985,0.0032976985,6.4705172144e-04,0.0254372114,12,25,0.2328,0.2960,solved,0
0.0033017409,0.0033017409,6.4712308551e-04,0.0254386141,12,25,0.2345,0.3042,solved,0
0.0033057835,0.0033057835,6.4719497344e-04,0.0254400270,12,25,0.2325,0.2959,solved,0
0.0033098254,0.0033098254,6.4726736911e-04,0.0254414498,12,25,0.2375,0.3013,solved,0
0.0033138675,0.0033138675,6.4734028855e-04,0.0254428829,12,25,0.2447,0.3106,solved,0
0.0033179099,0.0033179099,6.4741373366e-04,0.0254443262,12,25,0.2339,0.2989,solved,0
0.0033219524,0.0033219524,6.4748770088e-04,0.0254457796,12,25,0.2355,0.2987,solved,0
0.0033259947,0.0033259947,6.4756218471e-04,0.0254472432,12,25,0.2686,0.3588,solved,0
0.0033300367,0.0033300367,6.4763718320e-04,0.0254487167,12,25,0.2468,0.3338,solved,0
0.0033340792,0.0033340792,6.4771271125e-04,0.0254502006,12,25,0.2344,0.3029,solved,0
0.0033381212,0.0033381212,6.4778875015e-04,0.0254516944,12,25,0.2561,0.3244,solved,0
0.0033421634,0.0033421634,6.4786531304e-04,0.0254531985,12,25,0.2354,0.3050,solved,0
0.0033462058,0.0033462058,6.4794239997e-04,0.0254547127,12,25,0.2383,0.3066,solved,0
0.0033502479,0.0033502479,6.4802000141e-04,0.0254562370,12,25,0.2359,0.3031,solved,0
0.0033542902,0.0033542902,6.4809812692e-04,0.0254577714,12,25,0.2340,0.2971,solved,0
0.0033583323,0.0033583323,6.4817676878e-04,0.0254593160,12,25,0.2324,0.2992,solved,0
0.0033623747,0.0033623747,6.4825593674e-04,0.0254608707,12,25,0.2490,0.3144,solved,0
0.0033664171,0.0033664171,6.4833562497e-04,0.0254624356,12,25,0.2324,0.2972,solved,0
0.0033704590,0.0033704590,6.4841582353e-04,0.0254640104,12,25,0.2337,0.2977,solved,0
0.0033745012,0.0033745012,6.4849654825e-04,0.0254655954,12,25,0.2322,0.2961,solved,0
0.0033785437,0.0033785437,6.4857779924e-04,0.0254671906,12,25,0.2309,0.2937,solved,0
0.0033825859,0.0033825859,6.4865956445e-04,0.0254687959,12,25,0.2346,0.2967,solved,0
0.0033866283,0.0033866283,6.4874185397e-04,0.0254704113,12,25,0.2451,0.3104,solved,0
0.0033906702,0.0033906702,6.4882465349e-04,0.0254720367,12,25,0.2318,0.2960,solved,0
0.0033947126,0.0033947126,6.4890798350e-04,0.0254736724,12,25,0.2315,0.2943,solved,0
0.0033987547,0.0033987547,6.4899182754e-04,0.0254753180,12,25,0.2332,0.2967,solved,0
0.0034027969,0.0034027969,6.4907619388e-04,0.0254769738,12,25,0.2323,0.2953,solved,0
0.0034068394,0.0034068394,6.4916108676e-04,0.0254786398,12,25,0.2826,0.3486,solved,0
0.0034108814,0.0034108814,6.4924648935e-04,0.0254803157,12,25,0.2456,0.3122,solved,0
0.0034149237,0.0034149237,6.4933241851e-04,0.0254820019,12,25,0.2316,0.2974,solved,0
0.0034189657,0.0034189657,6.4941886149e-04,0.0254836980,12,25,0.2326,0.2962,solved,0
0.0034230082,0.0034230082,6.4950583543e-04,0.0254854044,12,25,0.2324,0.2969,solved,0
0.0034270506,0.0034270506,6.4959332751e-04,0.0254871208,12,25,0.2320,0.3035,solved,0
0.0034310929,0.0034310929,6.4968133767e-04,0.0254888473,12,25,0.2317,0.2962,solved,0
0.0034351353,0.0034351353,6.4976987029e-04,0.0254905840,12,25,0.2349,0.2993,solved,0
0.0034391773,0.0034391773,6.4985891435e-04,0.0254923305,12,25,0.2373,0.3200,solved,0
0.0034432197,0.0034432197,6.4994848747e-04,0.0254940873,12,25,0.2364,0.3082,solved,0
0.0034472617,0.0034472617,6.5003857192e-04,0.0254958540,12,25,0.2335,0.2980,solved,0
0.0034513040,0.0034513040,6.5012918330e-04,0.0254976309,12,25,0.2320,0.2964,solved,0
0.0034553464,0.0034553464,6.5022031719e-04,0.0254994180,12,25,0.2324,0.2955,solved,0
0.0034593886,0.0034593886,6.5031196681e-04,0.0255012150,12,25,0.2332,0.2968,solved,0
0.0034634307,0.0034634307,6.5040413436e-04,0.0255030221,12,25,0.2331,0.3126,solved,0
0.0034674730,0.0034674730,6.5049682672e-04,0.0255048393,12,25,0.2319,0.2963,solved,0
0.0034715151,0.0034715151,6.5059003470e-04,0.0255066665,12,25,0.2323,0.2963,solved,0
0.0034755575,0.0034755575,6.5068376986e-04,0.0255085039,12,25,0.2310,0.2944,solved,0
0.0034795998,0.0034795998,6.5077802296e-04,0.0255103513,12,25,0.2322,0.2986,solved,0
0.0034836418,0.0034836418,6.5087278926e-04,0.0255122086,12,25,0.2318,0.2949,solved,0
0.0034876841,0.0034876841,6.5096808282e-04,0.0255140762,12,25,0.2450,0.3098,solved,0
0.0034917263,0.0034917263,6.5106389426e-04,0.0255159537,12,25,0.2326,0.2961,solved,0
0.0034957686,0.0034957686,6.5116022832e-04,0.0255178414,12,25,0.2314,0.2947,solved,0
0.0034998109,0.0034998109,6.5125708262e-04,0.0255197391,12,25,0.2327,0.2966,solved,0
0.0035038530,0.0035038530,6.5135445235e-04,0.0255216467,12,25,0.2333,0.2975,solved,0
0.0035078955,0.0035078955,6.5145235199e-04,0.0255235646,12,25,0.2320,0.3116,solved,0
0.0035119375,0.0035119375,6.5155075973e-04,0.0255254924,12,25,0.2496,0.3190,solved,0
0.0035159799,0.0035159799,6.5164970097e-04,0.0255274304,11,25,0.2397,0.3087,solved,0
0.0035200221,0.0035200221,6.5174916509e-04,0.0255293785,11,25,0.2365,0.3047,solved,0
0.0035240645,0.0035240645,6.5184916195e-04,0.0255313369,11,25,0.2398,0.3068,solved,0
0.0035281066,0.0035281066,6.5194967916e-04,0.0255333053,11,25,0.2360,0.3014,solved,0
0.0035321488,0.0035321488,6.5205072662e-04,0.0255352840,11,25,0.2356,0.3146,solved,0
0.0035361911,0.0035361911,6.5215230437e-04,0.0255372728,11,25,0.2546,0.3201,solved,0
0.0035402336,0.0035402336,6.5225441499e-04,0.0255392720,11,25,0.2339,0.2983,solved,0
0.0035442757,0.0035442757,6.5235704327e-04,0.0255412812,11,25,0.2328,0.2961,solved,0
0.0035483179,0.0035483179,6.5246020186e-04,0.0255433005,11,25,0.2467,0.3142,solved,0
0.0035523598,0.0035523598,6.5256388051e-04,0.0255453299,11,25,0.2364,0.3079,solved,0
0.0035564021,0.0035564021,6.5266809720e-04,0.0255473697,11,25,0.2365,0.3012,solved,0
0.0035604447,0.0035604447,6.5277284948e-04,0.0255494197,11,25,0.2529,0.3190,solved,0
0.0035644867,0.0035644867,6.5287811397e-04,0.0255514797,11,25,0.2371,0.3050,solved,0
0.0035685290,0.0035685290,6.5298391405e-04,0.0255535499,11,25,0.2375,0.3039,solved,0
0.0035725710,0.0035725710,6.5309023402e-04,0.0255556302,11,25,0.2354,0.2992,solved,0
0.0035766135,0.0035766135,6.5319709497e-04,0.0255577208,11,25,0.2328,0.2967,solved,0
0.0035806558,0.0035806558,6.5330447844e-04,0.0255598216,11,25,0.2351,0.3016,solved,0
0.0035846979,0.0035846979,6.5341238436e-04,0.0255619323,11,25,0.2562,0.3209,solved,0
0.0035887401,0.0035887401,6.5352082071e-04,0.0255640533,11,25,0.2325,0.2976,solved,0
0.0035927823,0.0035927823,6.5362978484e-04,0.0255661844,11,25,0.2368,0.3059,solved,0
0.0035968248,0.0035968248,6.5373928488e-04,0.0255683258,11,25,0.2331,0.2973,solved,0
0.0036008669,0.0036008669,6.5384930187e-04,0.0255704772,11,25,0.2334,0.2972,solved,0
0.0036049091,0.0036049091,6.5395984934e-04,0.0255726387,11,25,0.2353,0.2984,solved,0
0.0036089515,0.0036089515,6.5407093010e-04,0.0255748105,11,25,0.2470,0.3119,solved,0
0.0036129937,0.0036129937,6.5418253315e-04,0.0255769923,11,25,0.2335,0.2980,solved,0
0.0036170359,0.0036170359,6.5429466397e-04,0.0255791842,11,25,0.2339,0.3034,solved,0
0.0036210782,0.0036210782,6.5440732536e-04,0.0255813863,11,25,0.2356,0.2998,solved,0
0.0036251200,0.0036251200,6.5452050051e-04,0.0255835983,11,25,0.2405,0.3058,solved,0
0.0036291627,0.0036291627,6.5463422871e-04,0.0255858209,11,25,0.2330,0.2973,solved,0
0.0036332047,0.0036332047,6.5474846499e-04,0.0255880532,11,25,0.2465,0.3120,solved,0
0.0036372470,0.0036372470,6.5486323753e-04,0.0255902958,11,25,0.2351,0.2985,solved,0
0.0036412892,0.0036412892,6.5497853500e-04,0.0255925484,11,25,0.2362,0.2991,solved,0
0.0036453315,0.0036453315,6.5509436312e-04,0.0255948113,11,25,0.2321,0.2951,solved,0
0.0036493737,0.0036493737,6.5521071616e-04,0.0255970841,11,25,0.2337,0.2969,solved,0
0.0036534159,0.0036534159,6.5532759697e-04,0.0255993671,11,25,0.2323,0.2948,solved,0
0.0036574581,0.0036574581,6.5544500555e-04,0.0256016602,11,25,0.2456,0.3093,solved,0
0.0036615007,0.0036615007,6.5556295360e-04,0.0256039636,11,25,0.2337,0.2974,solved,0
0.0036655427,0.0036655427,6.5568141191e-04,0.0256062768,11,25,0.2333,0.2966,solved,0
0.0036695849,0.0036695849,6.5580040384e-04,0.0256086002,11,25,0.2349,0.2995,solved,0
0.0036736271,0.0036736271,6.5591992355e-04,0.0256109337,11,25,0.2325,0.2950,solved,0
0.0036776693,0.0036776693,6.5603997102e-04,0.0256132772,11,25,0.2361,0.2999,solved,0
0.0036817118,0.0036817118,6.5616055524e-04,0.0256156311,11,25,0.2323,0.3002,solved,0
0.0036857539,0.0036857539,6.5628165530e-04,0.0256179948,11,25,0.2348,0.3010,solved,0
0.0036897962,0.0036897962,6.5640328914e-04,0.0256203686,11,25,0.2371,0.3020,solved,0
0.0036938382,0.0036938382,6.5652544170e-04,0.0256227524,11,25,0.2359,0.2999,solved,0
0.0036978807,0.0036978807,6.5664813718e-04,0.0256251466,11,25,0.2348,0.2986,solved,0
0.0037019231,0.0037019231,6.5677135746e-04,0.0256275508,11,25,0.2342,0.3027,solved,0
0.0037059652,0.0037059652,6.5689509636e-04,0.0256299648,11,25,0.2339,0.2972,solved,0
0.0037100071,0.0037100071,6.5701935685e-04,0.0256323888,11,25,0.2327,0.3102,solved,0
0.0037140495,0.0037140495,6.5714416050e-04,0.0256348232,11,25,0.2342,0.2984,solved,0
0.0037180918,0.0037180918,6.5726948887e-04,0.0256372676,11,25,0.2320,0.2984,solved,0
0.0037221340,0.0037221340,6.5739534193e-04,0.0256397220,11,25,0.2409,0.3057,solved,0
0.0037261761,0.0037261761,6.5752171962e-04,0.0256421863,11,25,0.2371,0.3012,solved,0
0.0037302185,0.0037302185,6.5764863450e-04,0.0256446609,11,25,0.2346,0.2975,solved,0
0.0037342607,0.0037342607,6.5777607088e-04,0.0256471455,11,25,0.2459,0.3112,solved,0
0.0037383029,0.0037383029,6.5790403504e-04,0.0256496401,11,25,0.2701,0.3442,solved,0
0.0037423453,0.0037423453,6.5803253334e-04,0.0256521448,11,25,0.2354,0.3061,solved,0
0.0037463874,0.0037463874,6.5816154988e-04,0.0256546594,11,25,0.2326,0.2969,solved,0
0.0037504298,0.0037504298,6.5829110648e-04,0.0256571843,10,25,0.2414,0.3051,solved,0
0.0037544719,0.0037544719,6.5842126322e-04,0.0256597206,10,25,0.2370,0.3005,solved,0
0.0037585143,0.0037585143,6.5855207620e-04,0.0256622695,10,25,0.2542,0.3190,solved,0
0.0037625564,0.0037625564,6.5868352602e-04,0.0256648305,10,25,0.2378,0.3023,solved,0
0.0037665986,0.0037665986,6.5881562564e-04,0.0256674040,10,25,0.2332,0.2962,solved,0
0.0037706409,0.0037706409,6.5894837509e-04,0.0256699898,10,25,0.2364,0.3025,solved,0
0.0037746830,0.0037746830,6.5908176451e-04,0.0256725878,10,25,0.2880,0.3552,solved,0
0.0037787252,0.0037787252,6.5921580378e-04,0.0256751982,10,25,0.2351,0.3054,solved,0
0.0037827677,0.0037827677,6.5935049961e-04,0.0256778212,10,25,0.2368,0.3144,solved,0
0.0037868097,0.0037868097,6.5948582531e-04,0.0256804561,10,25,0.2356,0.3046,solved,0
0.0037908522,0.0037908522,6.5962181436e-04,0.0256831037,10,25,0.2343,0.2975,solved,0
0.0037948942,0.0037948942,6.5975843311e-04,0.0256857632,10,25,0.2334,0.2974,solved,0
0.0037989368,0.0037989368,6.5989571877e-04,0.0256884355,10,25,0.2335,0.2967,solved,0
0.0038029789,0.0038029789,6.6003363401e-04,0.0256911198,10,25,0.2333,0.2964,solved,0
0.0038070211,0.0038070211,6.6017219921e-04,0.0256938164,10,25,0.2464,0.3108,solved,0
0.0038110634,0.0038110634,6.6031141441e-04,0.0256965253,10,25,0.2442,0.3126,solved,0
0.0038151056,0.0038151056,6.6045127272e-04,0.0256992465,10,25,0.2351,0.3347,solved,0
0.0038191479,0.0038191479,6.6059178106e-04,0.0257019801,10,25,0.2586,0.3464,solved,0
0.0038231900,0.0038231900,6.6073292899e-04,0.0257047258,10,25,0.2433,0.3107,solved,0
0.0038272322,0.0038272322,6.6087472695e-04,0.0257074839,10,25,0.2359,0.3004,solved,0
0.0038312746,0.0038312746,6.6101717853e-04,0.0257102543,10,25,0.2371,0.3056,solved,0
0.0038353167,0.0038353167,6.6116026607e-04,0.0257130369,10,25,0.2361,0.3021,solved,0
0.0038393589,0.0038393589,6.6130400370e-04,0.0257158318,10,25,0.2362,0.2999,solved,0
0.0038434013,0.0038434013,6.6144839504e-04,0.0257186391,10,25,0.2350,0.2988,solved,0
0.0038474433,0.0038474433,6.6159341861e-04,0.0257214583,10,25,0.2381,0.3022,solved,0
0.0038514857,0.0038514857,6.6173910311e-04,0.0257242901,10,25,0.2343,0.2977,solved,0
0.0038555277,0.0038555277,6.6188541971e-04,0.0257271339,10,25,0.2491,0.3147,solved,0
0.0038595703,0.0038595703,6.6203240467e-04,0.0257299904,10,25,0.2343,0.2987,solved,0
0.0038636125,0.0038636125,6.6218002166e-04,0.0257328588,10,25,0.2342,0.2973,solved,0
0.0038676548,0.0038676548,6.6232828888e-04,0.0257357395,10,25,0.2347,0.2979,solved,0
0.0038716971,0.0038716971,6.6247720268e-04,0.0257386325,10,25,0.2360,0.3008,solved,0
0.0038757392,0.0038757392,6.6262675565e-04,0.0257415376,10,25,0.2341,0.3012,solved,0
0.0038797814,0.0038797814,6.6277695885e-04,0.0257444549,10,25,0.2475,0.3131,solved,0
0.0038838238,0.0038838238,6.6292781609e-04,0.0257473846,10,25,0.2341,0.2980,solved,0
0.0038878658,0.0038878658,6.6307930492e-04,0.0257503263,10,25,0.2332,0.2957,solved,0
0.0038919082,0.0038919082,6.6323145533e-04,0.0257532805,10,25,0.2338,0.2970,solved,0
0.0038959503,0.0038959503,6.6338424098e-04,0.0257562466,10,25,0.2339,0.2970,solved,0
0.0038999925,0.0038999925,6.6353767696e-04,0.0257592251,10,25,0.2348,0.2985,solved,0
0.0039040348,0.0039040348,6.6369176330e-04,0.0257622158,10,25,0.2474,0.3126,solved,0
