target_return,return,variance,std_dev,n_held,iterations,osqp_time_ms,wall_time_ms,status,refined
0.0025085599,0.0025085599,1.9868273101e-04,0.0140954862,34,25,1.3685,1.4991,solved,0
0.0025114832,0.0025114832,1.9869024584e-04,0.0140957528,34,25,1.3342,1.4338,solved,0
0.0025144062,0.0025144062,1.9869790141e-04,0.0140960243,34,25,1.3891,1.4732,solved,0
0.0025173295,0.0025173295,1.9870569929e-04,0.0140963009,34,25,1.3284,1.4033,solved,0
0.0025202524,0.0025202524,1.9871363760e-04,0.0140965825,34,25,1.3235,1.3968,solved,0
0.0025231757,0.0025231757,1.9872171852e-04,0.0140968691,34,25,1.3687,1.4661,solved,0
0.0025260989,0.0025260989,1.9872994068e-04,0.0140971607,34,25,1.3580,1.4350,solved,0
0.0025290221,0.0025290221,1.9873830436e-04,0.0140974574,34,25,1.3269,1.3976,solved,0
0.0025319453,0.0025319453,1.9874680957e-04,0.0140977590,34,25,1.3124,1.3814,solved,0
0.0025348684,0.0025348684,1.9875545599e-04,0.0140980657,34,25,1.3342,1.4097,solved,0
0.0025377915,0.0025377915,1.9876424393e-04,0.0140983774,34,25,1.3223,1.3956,solved,0
0.0025407148,0.0025407148,1.9877317399e-04,0.0140986941,34,25,1.3138,1.3960,solved,0
0.0025436381,0.0025436381,1.9878224558e-04,0.0140990158,34,25,1.3388,1.4172,solved,0
0.0025465610,0.0025465610,1.9879145743e-04,0.0140993424,34,25,1.3332,1.4072,solved,0
0.0025494842,0.0025494842,1.9880081174e-04,0.0140996742,34,25,1.3295,1.3999,solved,0
0.0025524076,0.0025524076,1.9881030823e-04,0.0141000109,34,25,1.3098,1.3784,solved,0
0.0025553306,0.0025553306,1.9881994492e-04,0.0141003527,34,25,1.3369,1.4095,solved,0
0.0025582537,0.0025582537,1.9882972345e-04,0.0141006994,34,25,1.3232,1.3934,solved,0
0.0025611770,0.0025611770,1.9883964418e-04,0.0141010512,34,25,1.3145,1.3989,solved,0
0.0025641001,0.0025641001,1.9884971135e-04,0.0141014081,33,25,1.4491,1.6022,solved,0
0.0025670234,0.0025670234,1.9885994414e-04,0.0141017710,33,25,1.8395,2.0850,solved,0
0.0025699465,0.0025699465,1.9887034244e-04,0.0141021396,33,25,1.7932,2.0194,solved,0
0.0025728699,0.0025728699,1.9888090804e-04,0.0141025142,33,25,1.7640,2.0325,solved,0
0.0025757930,0.0025757930,1.9889163877e-04,0.0141028947,33,25,1.7639,2.0332,solved,0
0.0025787163,0.0025787163,1.9890253647e-04,0.0141032811,33,25,1.8435,2.0961,solved,0
0.0025816394,0.0025816394,1.9891359963e-04,0.0141036733,33,25,1.5552,1.7618,solved,0
0.0025845626,0.0025845626,1.9892482939e-04,0.0141040714,33,25,1.3988,1.5472,solved,0
0.0025874859,0.0025874859,1.9893622577e-04,0.0141044754,33,25,1.4361,1.5857,solved,0
0.0025904092,0.0025904092,1.9894778838e-04,0.0141048853,33,25,1.3728,1.4868,solved,0
0.0025933325,0.0025933325,1.9895951722e-04,0.0141053010,33,25,1.4252,1.6076,solved,0
0.0025962555,0.0025962555,1.9897141106e-04,0.0141057226,33,25,1.5021,1.7408,solved,0
0.0025991788,0.0025991788,1.9898347235e-04,0.0141061502,33,25,1.3323,1.4472,solved,0
0.0026021021,0.0026021021,1.9899569987e-04,0.0141065836,33,25,1.3211,1.3926,solved,0
0.0026050252,0.0026050252,1.9900809277e-04,0.0141070228,33,25,1.3370,1.4068,solved,0
0.0026079484,0.0026079484,1.9902065232e-04,0.0141074680,33,25,1.3333,1.4039,solved,0
0.0026108717,0.0026108717,1.9903337852e-04,0.0141079190,33,25,1.3234,1.3953,solved,0
0.0026137948,0.0026137948,1.9904627006e-04,0.0141083759,33,25,1.3887,1.5301,solved,0
0.0026167181,0.0026167181,1.9905932872e-04,0.0141088387,33,25,1.3862,1.5100,solved,0
0.0026196412,0.0026196412,1.9907255269e-04,0.0141093073,33,25,1.3302,1.4169,solved,0
0.0026225645,0.0026225645,1.9908594380e-04,0.0141097818,33,25,1.3282,1.3984,solved,0
0.0026254876,0.0026254876,1.9909950021e-04,0.0141102622,33,25,1.3836,1.4566,solved,0
0.0026284111,0.0026284111,1.9911322472e-04,0.0141107486,33,25,1.3713,1.4442,solved,0
0.0026313341,0.0026313341,1.9912711309e-04,0.0141112407,33,25,1.3549,1.4648,solved,0
0.0026342572,0.0026342572,1.9914116814e-04,0.0141117387,33,25,1.3515,1.4664,solved,0
0.0026371805,0.0026371805,1.9915539038e-04,0.0141122426,33,25,1.3487,1.4451,solved,0
0.0026401040,0.0026401040,1.9916977985e-04,0.0141127524,33,25,1.3352,1.4159,solved,0
0.0026430272,0.0026430272,1.9918433407e-04,0.0141132680,33,25,1.3173,1.3989,solved,0
0.0026459501,0.0026459501,1.9919905298e-04,0.0141137895,33,25,1.3394,1.4132,solved,0
0.0026488734,0.0026488734,1.9921394014e-04,0.0141143168,33,25,1.3377,1.4113,solved,0
0.0026517968,0.0026517968,1.9922899404e-04,0.0141148501,33,25,1.3647,1.4785,solved,0
0.0026547199,0.0026547199,1.9924421262e-04,0.0141153892,33,25,1.4049,1.5453,solved,0
0.0026576430,0.0026576430,1.9925959741e-04,0.0141159342,33,25,1.3244,1.4159,solved,0
0.0026605663,0.0026605663,1.9927514948e-04,0.0141164850,32,25,1.3383,1.4111,solved,0
0.0026634896,0.0026634896,1.9929086990e-04,0.0141170418,32,25,1.3299,1.4028,solved,0
0.0026664129,0.0026664129,1.9930676080e-04,0.0141176046,32,25,1.3279,1.3980,solved,0
0.0026693360,0.0026693360,1.9932282107e-04,0.0141181734,32,25,1.3340,1.4048,solved,0
0.0026722590,0.0026722590,1.9933905124e-04,0.0141187482,32,25,1.3733,1.4964,solved,0
0.0026751823,0.0026751823,1.9935545354e-04,0.0141193291,32,25,1.4115,1.5528,solved,0
0.0026781056,0.0026781056,1.9937202631e-04,0.0141199159,32,25,1.3415,1.4346,solved,0
0.0026810285,0.0026810285,1.9938876726e-04,0.0141205087,32,25,1.3326,1.4086,solved,0
0.0026839518,0.0026839518,1.9940568097e-04,0.0141211076,32,25,1.3807,1.4556,solved,0
0.0026868751,0.0026868751,1.9942276515e-04,0.0141217125,32,25,1.3797,1.4538,solved,0
0.0026897984,0.0026897984,1.9944001981e-04,0.0141223235,32,25,1.3123,1.3841,solved,0
0.0026927212,0.0026927212,1.9945744195e-04,0.0141229403,32,25,1.3824,1.5057,solved,0
0.0026956446,0.0026956446,1.9947503813e-04,0.0141235632,32,25,1.3722,1.4965,solved,0
0.0026985679,0.0026985679,1.9949280419e-04,0.0141241922,32,25,1.3364,1.4233,solved,0
0.0027014909,0.0027014909,1.9951073888e-04,0.0141248270,32,25,1.3313,1.4042,solved,0
0.0027044143,0.0027044143,1.9952884650e-04,0.0141254680,32,25,1.3689,1.4632,solved,0
0.0027073374,0.0027073374,1.9954712273e-04,0.0141261149,32,25,1.3984,1.5011,solved,0
0.0027102605,0.0027102605,1.9956557127e-04,0.0141267679,31,25,1.3912,1.5049,solved,0
0.0027131837,0.0027131837,1.9958420759e-04,0.0141274275,31,25,1.4099,1.5294,solved,0
0.0027161070,0.0027161070,1.9960303488e-04,0.0141280938,31,25,1.3778,1.4828,solved,0
0.0027190300,0.0027190300,1.9962205055e-04,0.0141287668,31,25,1.3345,1.4195,solved,0
0.0027219534,0.0027219534,1.9964125560e-04,0.0141294464,32,25,1.3419,1.4154,solved,0
0.0027248766,0.0027248766,1.9966063770e-04,0.0141301323,32,25,1.3250,1.3972,solved,0
0.0027277999,0.0027277999,1.9968019846e-04,0.0141308244,32,25,1.3378,1.4082,solved,0
0.0027307226,0.0027307226,1.9969993315e-04,0.0141315227,32,25,1.3394,1.4286,solved,0
0.0027336460,0.0027336460,1.9971985055e-04,0.0141322274,32,25,1.9945,2.2048,solved,0
0.0027365691,0.0027365691,1.9973994390e-04,0.0141329383,32,25,2.0973,2.3093,solved,0
0.0027394924,0.0027394924,1.9976021683e-04,0.0141336555,31,25,2.0904,2.2352,solved,0
0.0027424155,0.0027424155,1.9978067338e-04,0.0141343791,31,25,2.0164,2.1328,solved,0
0.0027453386,0.0027453386,1.9980131815e-04,0.0141351094,31,25,2.0525,2.2147,solved,0
0.0027482617,0.0027482617,1.9982215115e-04,0.0141358463,31,25,2.0559,2.2290,solved,0
0.0027511851,0.0027511851,1.9984317453e-04,0.0141365899,31,25,2.0110,2.1447,solved,0
0.0027541083,0.0027541083,1.9986438473e-04,0.0141373401,31,25,2.0158,2.1327,solved,0
0.0027570312,0.0027570312,1.9988578096e-04,0.0141380968,31,25,2.0349,2.2011,solved,0
0.0027599543,0.0027599543,1.9990737503e-04,0.0141388605,30,25,1.7262,1.9246,solved,0
0.0027628776,0.0027628776,1.9992918141e-04,0.0141396316,30,25,1.3728,1.4914,solved,0
0.0027658010,0.0027658010,1.9995119968e-04,0.0141404102,30,25,1.3419,1.4183,solved,0
0.0027687239,0.0027687239,1.9997342528e-04,0.0141411960,30,25,1.3210,1.3933,solved,0
0.0027716473,0.0027716473,1.9999586579e-04,0.0141419895,30,25,1.3375,1.4220,solved,0
0.0027745704,0.0027745704,2.0001851512e-04,0.0141427902,30,25,1.4339,1.5958,solved,0
0.0027774938,0.0027774938,2.0004137789e-04,0.0141435985,30,25,1.3875,1.5374,solved,0
0.0027804167,0.0027804167,2.0006444785e-04,0.0141444140,30,25,1.3513,1.4749,solved,0
0.0027833401,0.0027833401,2.0008773287e-04,0.0141452371,30,25,1.3367,1.4592,solved,0
0.0027862631,0.0027862631,2.0011122581e-04,0.0141460675,30,25,1.4147,1.5461,solved,0
0.0027891865,0.0027891865,2.0013493308e-04,0.0141469054,30,25,1.3374,1.4331,solved,0
0.0027921093,0.0027921093,2.0015884657e-04,0.0141477506,30,25,1.3160,1.3882,solved,0
0.0027950327,0.0027950327,2.0018297609e-04,0.0141486033,30,25,1.3595,1.4568,solved,0
0.0027979559,0.0027979559,2.0020731508e-04,0.0141494634,30,25,1.3381,1.4242,solved,0
0.0028008792,0.0028008792,2.0023186602e-04,0.0141503310,30,25,1.3287,1.4017,solved,0
0.0028038023,0.0028038023,2.0025662638e-04,0.0141512058,30,25,1.3153,1.3861,solved,0
0.0028067254,0.0028067254,2.0028159785e-04,0.0141520881,30,25,1.3231,1.3935,solved,0
0.0028096484,0.0028096484,2.0030677955e-04,0.0141529778,30,25,1.3264,1.3993,solved,0
0.0028125718,0.0028125718,2.0033217582e-04,0.0141538749,30,25,1.3184,1.4107,solved,0
0.0028154949,0.0028154949,2.0035778059e-04,0.0141547794,30,25,1.3753,1.4642,solved,0
0.0028184180,0.0028184180,2.0038359646e-04,0.0141556913,30,25,1.3292,1.4096,solved,0
0.0028213413,0.0028213413,2.0040962522e-04,0.0141566107,30,25,1.3246,1.3981,solved,0
0.0028242646,0.0028242646,2.0043586510e-04,0.0141575374,30,25,1.3102,1.3824,solved,0
0.0028271878,0.0028271878,2.0046231520e-04,0.0141584715,30,25,1.3246,1.3980,solved,0
0.0028301108,0.0028301108,2.0048897459e-04,0.0141594129,30,25,1.3215,1.4021,solved,0
0.0028330341,0.0028330341,2.0051584782e-04,0.0141603619,30,25,1.3808,1.4621,solved,0
0.0028359572,0.0028359572,2.0054293032e-04,0.0141613181,30,25,1.3319,1.4196,solved,0
0.0028388807,0.0028388807,2.0057022767e-04,0.0141622819,30,25,1.3381,1.4094,solved,0
0.0028418035,0.0028418035,2.0059772956e-04,0.0141632528,30,25,1.4157,1.5273,solved,0
0.0028447269,0.0028447269,2.0062544822e-04,0.0141642313,30,25,1.3628,1.4841,solved,0
0.0028476500,0.0028476500,2.0065337514e-04,0.0141652171,30,25,1.4354,1.5284,solved,0
0.0028505733,0.0028505733,2.0068151510e-04,0.0141662103,30,25,1.3510,1.4387,solved,0
0.0028534962,0.0028534962,2.0070986228e-04,0.0141672108,30,25,1.3385,1.4169,solved,0
0.0028564196,0.0028564196,2.0073842544e-04,0.0141682189,30,25,1.3171,1.3902,solved,0
0.0028593427,0.0028593427,2.0076719678e-04,0.0141692342,30,25,1.3193,1.3922,solved,0
0.0028622660,0.0028622660,2.0079618120e-04,0.0141702569,30,25,1.3215,1.3928,solved,0
0.0028651892,0.0028651892,2.0082537575e-04,0.0141712870,30,25,1.3236,1.3950,solved,0
0.0028681122,0.0028681122,2.0085477915e-04,0.0141723244,31,25,1.3193,1.3899,solved,0
0.0028710356,0.0028710356,2.0088439624e-04,0.0141733693,31,25,1.3808,1.4808,solved,0
0.0028739588,0.0028739588,2.0091422078e-04,0.0141744214,31,25,1.3643,1.4680,solved,0
0.0028768819,0.0028768819,2.0094425374e-04,0.0141754807,31,25,1.3965,1.4787,solved,0
0.0028798050,0.0028798050,2.0097449615e-04,0.0141765474,31,25,1.3202,1.3920,solved,0
0.0028827283,0.0028827283,2.0100495011e-04,0.0141776215,31,25,1.3264,1.3971,solved,0
0.0028856515,0.0028856515,2.0103561249e-04,0.0141787028,31,25,1.3496,1.4330,solved,0
0.0028885747,0.0028885747,2.0106648433e-04,0.0141797914,31,25,1.4619,1.6710,solved,0
0.0028914977,0.0028914977,2.0109756350e-04,0.0141808873,31,25,1.4281,1.6285,solved,0
0.0028944211,0.0028944211,2.0112885640e-04,0.0141819906,31,25,1.4033,1.5867,solved,0
0.0028973443,0.0028973443,2.0116035685e-04,0.0141831011,30,25,1.3610,1.4675,solved,0
0.0029002675,0.0029002675,2.0119207957e-04,0.0141842194,30,25,1.3450,1.4420,solved,0
0.0029031906,0.0029031906,2.0122403081e-04,0.0141853456,30,25,1.3502,1.4416,solved,0
0.0029061137,0.0029061137,2.0125621164e-04,0.0141864799,30,25,1.3737,1.4547,solved,0
0.0029090372,0.0029090372,2.0128862651e-04,0.0141876223,30,25,1.3483,1.4457,solved,0
0.0029119604,0.0029119604,2.0132126768e-04,0.0141887726,30,25,1.3689,1.4913,solved,0
0.0029148837,0.0029148837,2.0135413958e-04,0.0141899309,30,25,1.3582,1.4835,solved,0
0.0029178066,0.0029178066,2.0138723656e-04,0.0141910971,30,25,1.3309,1.4384,solved,0
0.0029207300,0.0029207300,2.0142056882e-04,0.0141922714,30,25,1.3503,1.4488,solved,0
0.0029236531,0.0029236531,2.0145412726e-04,0.0141934537,30,25,1.3413,1.4412,solved,0
0.0029265765,0.0029265765,2.0148791877e-04,0.0141946440,30,25,1.3255,1.4377,solved,0
0.0029294994,0.0029294994,2.0152193409e-04,0.0141958421,30,25,1.3318,1.4382,solved,0
0.0029324226,0.0029324226,2.0155618249e-04,0.0141970484,30,25,1.4107,1.5691,solved,0
0.0029353459,0.0029353459,2.0159066169e-04,0.0141982626,30,25,1.3922,1.5420,solved,0
0.0029382693,0.0029382693,2.0162537170e-04,0.0141994849,30,25,1.3492,1.4751,solved,0
0.0029411923,0.0029411923,2.0166030655e-04,0.0142007150,30,25,1.3337,1.4539,solved,0
0.0029441156,0.0029441156,2.0169547460e-04,0.0142019532,30,25,1.3517,1.4757,solved,0
0.0029470388,0.0029470388,2.0173087105e-04,0.0142031993,30,25,1.3606,1.4921,solved,0
0.0029499621,0.0029499621,2.0176649834e-04,0.0142044535,30,25,1.3843,1.5296,solved,0
0.0029528850,0.0029528850,2.0180235033e-04,0.0142057154,30,25,1.3385,1.4614,solved,0
0.0029558082,0.0029558082,2.0183843560e-04,0.0142069855,30,25,1.3975,1.6023,solved,0
0.0029587316,0.0029587316,2.0187475296e-04,0.0142082635,30,25,1.4815,1.6854,solved,0
0.0029616547,0.0029616547,2.0191129620e-04,0.0142095495,30,25,1.4272,1.5741,solved,0
0.0029645779,0.0029645779,2.0194807030e-04,0.0142108434,30,25,1.4239,1.5930,solved,0
0.0029675011,0.0029675011,2.0198507400e-04,0.0142121453,30,25,1.4935,1.6686,solved,0
0.0029704244,0.0029704244,2.0202230955e-04,0.0142134552,29,25,1.3492,1.4862,solved,0
0.0029733476,0.0029733476,2.0205977603e-04,0.0142147732,29,25,1.3439,1.4428,solved,0
0.0029762710,0.0029762710,2.0209747731e-04,0.0142160992,29,25,1.3454,1.4428,solved,0
0.0029791939,0.0029791939,2.0213540433e-04,0.0142174331,29,25,1.3365,1.4381,solved,0
0.0029821173,0.0029821173,2.0217357007e-04,0.0142187753,29,25,1.3815,1.5276,solved,0
0.0029850404,0.0029850404,2.0221196412e-04,0.0142201253,29,25,1.5540,1.7434,solved,0
0.0029879638,0.0029879638,2.0225059434e-04,0.0142214835,29,25,1.4784,1.6789,solved,0
0.0029908868,0.0029908868,2.0228945148e-04,0.0142228496,29,25,1.4048,1.5520,solved,0
0.0029938100,0.0029938100,2.0232854349e-04,0.0142242238,29,25,1.3990,1.5876,solved,0
0.0029967332,0.0029967332,2.0236786772e-04,0.0142256061,29,25,1.3734,1.5108,solved,0
0.0029996567,0.0029996567,2.0240742824e-04,0.0142269965,29,25,1.4348,1.5940,solved,0
0.0030025795,0.0030025795,2.0244721148e-04,0.0142283946,29,25,1.3606,1.5377,solved,0
0.0030055028,0.0030055028,2.0248723373e-04,0.0142298009,29,25,1.3666,1.4963,solved,0
0.0030084261,0.0030084261,2.0252748823e-04,0.0142312153,29,25,1.3464,1.4610,solved,0
0.0030113493,0.0030113493,2.0256797356e-04,0.0142326376,29,25,1.3458,1.4432,solved,0
0.0030142724,0.0030142724,2.0260868972e-04,0.0142340679,29,25,1.3581,1.4796,solved,0
0.0030171956,0.0030171956,2.0264963949e-04,0.0142355063,29,25,1.3858,1.5836,solved,0
0.0030201191,0.0030201191,2.0269082572e-04,0.0142369528,29,25,1.4561,1.6425,solved,0
0.0030230421,0.0030230421,2.0273223711e-04,0.0142384071,29,25,1.4361,1.6155,solved,0
0.0030259656,0.0030259656,2.0277388784e-04,0.0142398697,29,25,1.3817,1.5236,solved,0
0.0030288885,0.0030288885,2.0281576221e-04,0.0142413399,29,25,1.3348,1.4604,solved,0
0.0030318117,0.0030318117,2.0285787308e-04,0.0142428183,29,25,1.3464,1.4882,solved,0
0.0030347350,0.0030347350,2.0290021763e-04,0.0142443047,29,25,1.3973,1.5508,solved,0
0.0030376584,0.0030376584,2.0294279588e-04,0.0142457992,29,25,1.4639,1.6564,solved,0
0.0030405813,0.0030405813,2.0298559903e-04,0.0142473015,29,25,1.4366,1.6373,solved,0
0.0030435045,0.0030435045,2.0302863879e-04,0.0142488118,29,25,1.3766,1.5213,solved,0
0.0030464278,0.0030464278,2.0307191225e-04,0.0142503303,29,25,1.6214,1.9045,solved,0
0.0030493510,0.0030493510,2.0311541645e-04,0.0142518566,29,25,1.8750,2.1265,solved,0
0.0030522742,0.0030522742,2.0315915287e-04,0.0142533909,29,25,1.8651,2.1317,solved,0
0.0030551973,0.0030551973,2.0320312001e-04,0.0142549332,29,25,1.8583,2.1459,solved,0
0.0030581207,0.0030581207,2.0324732389e-04,0.0142564836,29,25,1.6678,1.9313,solved,0
0.0030610439,0.0030610439,2.0329175698e-04,0.0142580418,29,25,1.4538,1.6840,solved,0
0.0030639670,0.0030639670,2.0333642076e-04,0.0142596080,29,25,1.7025,1.9555,solved,0
0.0030668901,0.0030668901,2.0338131674e-04,0.0142611822,29,25,1.8688,2.1829,solved,0
0.0030698136,0.0030698136,2.0342645112e-04,0.0142627645,29,25,2.1198,2.4807,solved,0
0.0030727368,0.0030727368,2.0347181310e-04,0.0142643546,29,25,1.7081,2.0075,solved,0
0.0030756601,0.0030756601,2.0351740886e-04,0.0142659528,29,25,1.5992,1.8624,solved,0
0.0030785830,0.0030785830,2.0356323057e-04,0.0142675587,29,25,1.3894,1.6048,solved,0
0.0030815061,0.0030815061,2.0360928761e-04,0.0142691726,29,25,1.5142,1.8215,solved,0
0.0030844295,0.0030844295,2.0365558162e-04,0.0142707947,29,25,1.5112,1.6940,solved,0
0.0030873527,0.0030873527,2.0370210469e-04,0.0142724246,29,25,1.4346,1.7879,solved,0
0.0030902759,0.0030902759,2.0374885997e-04,0.0142740625,29,25,1.6147,1.8944,solved,0
0.0030931990,0.0030931990,2.0379584587e-04,0.0142757082,29,25,2.0834,2.3313,solved,0
0.0030961224,0.0030961224,2.0384306883e-04,0.0142773621,29,25,2.1407,2.4039,solved,0
0.0030990456,0.0030990456,2.0389052078e-04,0.0142790238,29,25,1.8822,2.1536,solved,0
0.0031019687,0.0031019687,2.0393820332e-04,0.0142806934,29,25,1.8728,2.1350,solved,0
0.0031048919,0.0031048919,2.0398611971e-04,0.0142823709,29,25,1.9965,2.2549,solved,0
0.0031078152,0.0031078152,2.0403426997e-04,0.0142840565,29,25,1.5740,1.8402,solved,0
0.0031107383,0.0031107383,2.0408264914e-04,0.0142857499,29,25,1.6503,1.9872,solved,0
0.0031136614,0.0031136614,2.0413126052e-04,0.0142874512,29,25,1.8053,2.0888,solved,0
0.0031165847,0.0031165847,2.0418010746e-04,0.0142891605,29,25,1.8300,2.1576,solved,0
0.0031195079,0.0031195079,2.0422918494e-04,0.0142908777,29,25,1.7831,2.0789,solved,0
0.0031224313,0.0031224313,2.0427849803e-04,0.0142926029,29,25,2.1325,2.4335,solved,0
0.0031253542,0.0031253542,2.0432803487e-04,0.0142943358,29,25,1.8918,2.1796,solved,0
0.0031282776,0.0031282776,2.0437781243e-04,0.0142960768,29,25,1.8942,2.1704,solved,0
0.0031312007,0.0031312007,2.0442781708e-04,0.0142978256,29,25,1.9167,2.2526,solved,0
0.0031341241,0.0031341241,2.0447805911e-04,0.0142995825,29,25,1.9635,2.2759,solved,0
0.0031370473,0.0031370473,2.0452852993e-04,0.0143013471,29,25,1.9199,2.1892,solved,0
0.0031399704,0.0031399704,2.0457923124e-04,0.0143031196,29,25,1.9022,2.1879,solved,0
0.0031428936,0.0031428936,2.0463016649e-04,0.0143049001,29,25,1.8828,2.2351,solved,0
0.0031458170,0.0031458170,2.0468133747e-04,0.0143066886,29,25,1.8679,2.1625,solved,0
0.0031487400,0.0031487400,2.0473273354e-04,0.0143084847,30,25,1.8792,2.1868,solved,0
0.0031516632,0.0031516632,2.0478435945e-04,0.0143102886,30,25,1.8831,2.1779,solved,0
0.0031545864,0.0031545864,2.0483620840e-04,0.0143121001,30,25,1.9372,2.1952,solved,0
0.0031575097,0.0031575097,2.0488828219e-04,0.0143139192,30,25,1.9405,2.2020,solved,0
0.0031604329,0.0031604329,2.0494057724e-04,0.0143157458,30,25,1.9609,2.2302,solved,0
0.0031633559,0.0031633559,2.0499309173e-04,0.0143175798,30,25,1.4349,1.6891,solved,0
0.0031662791,0.0031662791,2.0504583285e-04,0.0143194215,30,25,1.3921,1.6404,solved,0
0.0031692023,0.0031692023,2.0509879702e-04,0.0143212708,30,25,1.8108,2.0909,solved,0
0.0031721255,0.0031721255,2.0515198423e-04,0.0143231276,30,25,1.7129,2.0461,solved,0
0.0031750487,0.0031750487,2.0520539448e-04,0.0143249920,30,25,1.6017,1.8581,solved,0
